timestamp,modulo,temperatura (°C),umidità (%)
2025-04-11 16:43:53,A,27.58,34.2
2025-04-11 16:43:58,A,27.57,33.8
2025-04-11 16:44:03,A,27.55,33.4
2025-04-11 16:44:08,A,29.45,66.1
2025-04-11 16:44:13,A,27.96,77.7
2025-04-11 16:44:18,A,27.87,63.9
2025-04-11 16:44:23,A,27.81,44.58
2025-04-11 16:44:28,A,27.80,39.32
2025-04-11 16:44:33,A,27.79,36.78
